7.237099	-77.896871
7.478685	-77.807502
7.612218	-77.754591
7.679448	-77.663889
7.598107	-77.476502
7.701813	-77.330979
8.087922	-77.215428
8.451315	-77.405769
8.670471	-77.353271
8.638672	-76.836609
9.336914	-76.086304
9.443298	-75.674622
9.774109	-75.664673
10.61908	-75.480408
11.08313	-74.906921
11.102112	-74.276672
11.310486	-74.197205
11.227112	-73.414673
11.732117	-72.627808
11.955688	-72.23822
12.437317	-71.754089
12.376099	-71.39978
12.113098	-71.13739
11.776306	-71.331604
11.5401	-71.359985
11.423279	-71.947021
10.969482	-71.620789
10.446472	-71.632996
9.865723	-72.074097
9.072327	-71.695618
9.137329	-71.264587
9.860107	-71.039978
10.211914	-71.350098
10.969116	-71.400574
11.375488	-70.155212
11.846924	-70.293823
12.162292	-69.943176
11.459717	-69.58429
11.443481	-68.882996
10.885681	-68.233276
10.554688	-68.194092
10.545898	-67.296204
10.648682	-66.227783
10.200928	-65.655212
10.077271	-64.890381
10.389709	-64.329407
10.641479	-64.317993
10.701721	-63.079285
10.715698	-61.88092
10.420288	-62.730103
9.948303	-62.388489
9.873108	-61.588684
9.381287	-60.830505
8.580322	-60.671204
8.602905	-60.150085
8.367126	-59.758301
7.999329	-59.101685
7.347717	-58.48291
6.832886	-58.454895
6.809082	-58.078125
6.321289	-57.542175
5.973083	-57.1474
5.772888	-55.94928
5.953125	-55.841797
6.02533	-55.033203
5.756531	-53.958008
5.646484	-53.618408
5.409912	-52.88208
4.565918	-51.823303
4.156311	-51.657776
4.203491	-51.317078
3.650513	-51.069702
1.901489	-50.508789
1.736511	-49.973999
1.046326	-49.947083
0.223083	-50.69928
-0.078369	-50.388184
-0.235413	-48.620483
-1.237793	-48.584412
-0.581604	-47.82489
-0.940979	-46.566589
-1.551697	-44.905701
-2.137695	-44.417603
-2.691284	-44.581604
-2.383118	-43.418701
-2.911987	-41.472595
-2.872986	-39.978577
-3.700623	-38.500305
-4.820923	-37.223206
-5.109375	-36.452881
-5.149475	-35.597778
-5.464905	-35.235413
-6.73822	-34.895996
-7.343201	-34.72998
-8.996399	-35.128174
-9.649292	-35.636902
-11.04071	-37.046509
-12.171204	-37.683594
-13.038086	-38.423889
-13.057678	-38.673889
-13.793396	-38.953186
-15.666992	-38.882324
-17.208374	-39.161011
-17.867676	-39.267273
-18.262207	-39.583496
-19.599121	-39.760803
-20.90448	-40.774719
-21.937317	-40.944702
-22.370605	-41.754089
-22.970093	-41.988281
-22.967712	-43.074707
-23.35199	-44.647827
-23.796814	-45.352112
-24.088989	-46.472107
-24.885193	-47.648987
-25.877014	-48.495483
-26.623718	-48.640991
-27.175903	-48.47467
-28.186096	-48.661499
-28.674072	-48.888428
-29.224487	-49.58728
-30.984375	-50.696899
-31.77771	-51.576172
-32.2453	-52.256104
-33.196594	-52.712097
-33.768311	-53.373596
-34.39679	-53.806396
-34.952576	-54.935791
-34.752686	-55.674011
-34.859802	-56.21521
-34.430481	-57.139709
-34.462524	-57.81781
-33.909485	-58.427002
-34.431519	-58.495422
-35.288025	-57.225769
-35.977417	-57.362305
-36.413086	-56.737488
-36.901489	-56.788208
-38.183899	-57.749084
-38.720215	-59.231812
-38.928406	-61.237427
-38.827698	-62.335876
-39.424072	-62.125793
-40.172607	-62.330505
-40.67688	-62.145996
-41.028687	-62.745789
-41.166809	-63.770508
-40.802612	-64.732117
-41.06427	-65.117981
-42.057983	-64.978577
-42.359009	-64.303406
-42.043701	-63.75592
-42.56311	-63.458008
-42.873474	-64.378784
-43.4953	-65.181824
-44.501282	-65.328796
-45.036804	-65.565186
-45.039612	-66.509888
-45.55188	-67.293823
-46.301697	-67.580505
-47.033875	-66.596985
-47.236084	-65.640991
-48.133301	-65.985107
-48.697327	-67.166199
-49.86969	-67.816101
-50.264221	-68.728699
-50.732483	-69.138489
-51.771118	-68.815491
-52.349976	-68.150024
-52.299377	-68.571472
-52.29187	-69.461304
-52.537903	-69.942688
-52.89917	-70.845093
-53.833191	-71.006287
-53.856384	-71.42981
-53.531372	-72.557922
-52.835083	-73.702698
-52.262695	-74.946777
-51.629272	-75.26001
-51.043396	-74.976624
-50.378296	-75.479675
-48.673706	-75.607971
-47.711914	-75.182678
-46.939209	-74.126587
-46.647583	-75.644409
-45.763977	-74.692078
-44.103027	-74.351685
-44.454895	-73.240295
-42.383301	-72.717712
-42.117493	-73.388916
-43.365784	-73.701294
-43.224976	-74.331909
-41.7948	-74.017883
-39.9422	-73.677124
-39.258606	-73.21759
-38.282898	-73.505493
-37.156311	-73.588013
-37.123779	-73.166687
-35.508789	-72.553101
-33.909119	-71.861694
-32.418884	-71.438477
-30.920593	-71.668701
-30.095703	-71.369995
-28.861389	-71.489807
-27.640381	-70.90509
-25.705872	-70.724976
-23.628906	-70.403992
-21.393311	-70.091187
-19.756409	-70.164429
-18.3479	-70.372498
-17.773804	-71.375183
-17.363403	-71.461975
-16.359375	-73.444519
-15.265686	-75.237793
-14.649292	-76.009216
-13.823181	-76.423401
-13.534973	-76.259216
-12.222717	-77.106201
-10.377686	-78.092102
-8.386597	-79.036926
-7.930786	-79.445923
-7.194275	-79.760498
-6.541687	-80.537476
-6.13678	-81.25
-5.690491	-80.92627
-4.736694	-81.410889
-4.036377	-81.099609
-3.404785	-80.30249
-2.657471	-79.770203
-2.220703	-79.986511
-2.685181	-80.368713
-2.246887	-80.967712
-1.965027	-80.764771
-1.057373	-80.933594
-0.906677	-80.583313
-0.283691	-80.399292
0.360474	-80.020813
0.768494	-80.090576
0.98291	-79.542786
1.38092	-78.855286
1.691284	-78.990906
1.766479	-78.617798
2.267273	-78.662109
2.6297	-78.427612
2.696716	-77.931519
3.325073	-77.510376
3.84967	-77.127686
4.087708	-77.496277
4.668091	-77.307617
5.582886	-77.533203
5.845276	-77.318787
6.691101	-77.476685
7.223877	-77.881592
7.237099	-77.896871
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
